Age,Attrition,Department,EmployeeNumber,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
42,No,Sales,1171,Male,2,Sales Executive,1,Single,5155,No,13,3,3,4,6,4,1
35,No,Research & Development,1172,Male,1,Laboratory Technician,3,Married,2258,No,12,3,2,3,8,0,1
24,No,Research & Development,1173,Male,1,Laboratory Technician,2,Single,3597,No,22,4,2,3,4,3,1
28,Yes,Research & Development,1175,Female,1,Laboratory Technician,4,Married,2515,Yes,11,3,4,2,1,1,0
26,No,Research & Development,1177,Male,1,Laboratory Technician,4,Married,4420,No,22,4,2,3,8,7,0
30,No,Sales,1179,Male,2,Sales Executive,3,Married,6578,No,18,3,3,3,10,3,1
40,No,Research & Development,1180,Female,2,Research Scientist,4,Married,4422,Yes,13,3,3,1,1,1,0
35,No,Research & Development,1182,Male,3,Manufacturing Director,2,Divorced,10274,No,18,3,2,4,7,7,6
34,No,Research & Development,1184,Male,2,Healthcare Representative,1,Single,5343,No,20,4,3,3,13,9,4
35,No,Research & Development,1185,Male,1,Laboratory Technician,4,Married,2376,No,13,3,2,4,2,2,2
43,Yes,Sales,1188,Female,2,Sales Executive,3,Single,5346,No,13,3,2,2,4,3,1
32,No,Sales,1190,Female,1,Sales Representative,1,Divorced,2827,No,12,3,3,3,1,0,0
56,No,Research & Development,1191,Female,5,Manager,1,Divorced,19943,No,13,3,2,3,5,2,4
29,No,Research & Development,1192,Female,1,Laboratory Technician,4,Married,3131,No,13,3,5,3,10,8,0
19,No,Research & Development,1193,Male,1,Research Scientist,1,Single,2552,No,25,4,4,3,1,1,0
45,No,Research & Development,1195,Female,1,Research Scientist,3,Married,4477,Yes,19,3,2,2,3,2,0
37,No,Research & Development,1196,Female,2,Manufacturing Director,4,Married,6474,No,13,3,2,2,14,8,3
20,No,Research & Development,1198,Male,1,Laboratory Technician,3,Single,3033,No,12,3,2,2,2,2,1
44,Yes,Research & Development,1200,Male,1,Research Scientist,3,Single,2936,Yes,11,3,4,3,6,4,0
53,No,Research & Development,1201,Female,5,Manager,3,Divorced,18606,No,18,3,6,3,7,7,4
29,No,Research & Development,1202,Female,1,Research Scientist,4,Married,2168,Yes,18,3,2,2,5,4,1
22,Yes,Research & Development,1203,Male,1,Research Scientist,4,Married,2853,Yes,11,3,5,3,0,0,0
46,No,Sales,1204,Female,4,Manager,1,Married,17048,No,23,4,2,3,26,15,15
44,No,Research & Development,1206,Male,1,Research Scientist,3,Single,2290,No,13,3,3,3,0,0,0
33,No,Human Resources,1207,Male,1,Human Resources,3,Married,3600,No,13,3,2,3,5,4,1
41,Yes,Research & Development,1210,Male,1,Research Scientist,1,Divorced,2107,No,17,3,2,1,1,0,0
30,No,Sales,1211,Male,2,Sales Executive,1,Divorced,4115,No,19,3,3,3,4,3,0
40,No,Sales,1212,Male,2,Sales Executive,2,Married,4327,No,12,3,2,3,0,0,0
50,No,Research & Development,1215,Female,4,Manager,1,Married,17856,No,22,4,3,3,2,2,2
28,No,Research & Development,1216,Male,1,Laboratory Technician,1,Married,3196,No,12,3,2,3,6,5,3
46,No,Research & Development,1217,Male,5,Research Director,2,Married,19081,No,11,3,2,3,4,2,0
35,No,Sales,1218,Male,2,Sales Executive,1,Married,8966,Yes,15,3,2,3,7,7,1
24,Yes,Research & Development,1219,Female,1,Laboratory Technician,2,Married,2210,No,13,3,3,1,1,0,0
33,No,Sales,1220,Female,2,Sales Executive,3,Married,4539,No,12,3,3,2,10,7,0
36,No,Research & Development,1221,Male,1,Laboratory Technician,3,Divorced,2741,No,14,3,4,3,7,7,1
30,No,Research & Development,1224,Male,2,Laboratory Technician,3,Divorced,3491,No,13,3,4,2,10,7,8
44,No,Research & Development,1225,Male,2,Research Scientist,4,Single,4541,No,25,4,3,3,20,11,13
20,No,Sales,1226,Male,1,Sales Representative,4,Single,2678,No,17,3,2,3,2,1,2
46,No,Research & Development,1228,Male,2,Manufacturing Director,4,Divorced,7379,No,11,3,3,2,6,3,1
42,No,Human Resources,1231,Male,2,Human Resources,1,Married,6272,No,16,3,3,4,4,3,0
60,No,Sales,1233,Male,2,Sales Executive,4,Divorced,5220,Yes,18,3,3,3,11,7,1
32,No,Research & Development,1234,Female,1,Laboratory Technician,2,Married,2743,No,20,4,2,3,2,2,2
32,No,Research & Development,1235,Female,2,Research Scientist,3,Single,4998,Yes,14,3,2,3,8,7,0
36,No,Research & Development,1237,Female,3,Manufacturing Director,1,Divorced,10252,Yes,21,4,2,3,7,7,7
33,No,Research & Development,1238,Male,1,Research Scientist,4,Married,2781,No,13,3,5,3,14,10,4
40,No,Sales,1239,Female,2,Sales Executive,2,Divorced,6852,No,12,3,2,4,5,1,1
25,No,Sales,1240,Male,2,Sales Executive,4,Single,4950,No,14,3,4,3,4,3,1
30,No,Research & Development,1241,Male,1,Research Scientist,2,Married,3579,Yes,21,4,2,3,11,9,5
42,No,Research & Development,1242,Female,3,Research Director,1,Married,13191,Yes,17,3,6,3,1,0,0
35,No,Sales,1243,Female,3,Sales Executive,4,Married,10377,Yes,11,3,6,2,13,2,4
27,No,Research & Development,1244,Male,1,Research Scientist,1,Married,2235,Yes,14,3,3,2,9,7,6
54,No,Research & Development,1245,Female,3,Manufacturing Director,3,Divorced,10502,No,17,3,2,1,5,4,1
44,No,Research & Development,1246,Female,1,Research Scientist,4,Married,2011,No,13,3,5,3,10,5,7
19,Yes,Research & Development,1248,Female,1,Research Scientist,2,Single,1859,Yes,25,4,2,4,1,1,0
29,No,Research & Development,1249,Female,1,Research Scientist,4,Divorced,3760,No,15,3,5,3,3,2,1
54,No,Research & Development,1250,Male,4,Research Director,4,Married,17779,No,14,3,2,3,10,9,0
31,No,Research & Development,1251,Male,2,Healthcare Representative,1,Married,6833,Yes,12,3,2,2,6,5,0
31,No,Research & Development,1252,Female,2,Healthcare Representative,1,Single,6812,No,19,3,2,3,10,9,1
59,No,Sales,1254,Female,2,Sales Executive,4,Single,5171,No,17,3,2,3,6,1,0
43,No,Research & Development,1255,Male,5,Research Director,4,Married,19740,No,14,3,2,3,8,7,0
49,No,Research & Development,1256,Male,5,Manager,3,Married,18711,No,13,3,2,4,1,0,0
36,No,Research & Development,1257,Male,1,Research Scientist,2,Married,3692,No,12,3,2,2,11,10,0
48,No,Research & Development,1258,Male,1,Laboratory Technician,2,Single,2559,No,11,3,4,2,1,0,0
27,No,Research & Development,1259,Male,1,Research Scientist,3,Divorced,2517,No,11,3,2,3,5,3,0
29,No,Research & Development,1260,Male,2,Healthcare Representative,4,Divorced,6623,Yes,11,3,2,3,6,0,1
48,No,Research & Development,1263,Male,5,Research Director,4,Single,18265,No,12,3,3,4,1,0,0
29,No,Research & Development,1264,Female,4,Research Director,4,Divorced,16124,No,14,3,2,2,7,7,1
34,No,Research & Development,1265,Female,1,Research Scientist,3,Married,2585,No,17,3,5,2,1,0,0
44,No,Sales,1267,Male,5,Manager,2,Married,18213,No,11,3,5,3,22,9,3
33,No,Sales,1268,Male,3,Sales Executive,3,Divorced,8380,Yes,14,3,3,3,9,8,0
19,No,Research & Development,1269,Female,1,Research Scientist,4,Single,2994,Yes,12,3,2,3,1,0,0
23,No,Research & Development,1270,Male,1,Research Scientist,3,Married,1223,No,22,4,2,3,1,0,0
25,Yes,Sales,1273,Male,1,Sales Representative,4,Single,1118,Yes,14,3,4,3,1,0,1
26,No,Research & Development,1275,Male,1,Research Scientist,4,Single,2875,Yes,20,4,2,2,8,5,2
45,Yes,Sales,1277,Female,5,Manager,2,Single,18824,Yes,16,3,2,3,24,10,1
55,No,Research & Development,1278,Male,4,Healthcare Representative,2,Divorced,13577,Yes,15,3,3,3,33,9,15
21,Yes,Research & Development,1279,Female,1,Laboratory Technician,3,Single,2625,No,20,4,2,1,2,2,2
46,No,Sales,1280,Female,5,Manager,2,Married,18789,No,14,3,2,3,11,4,0
34,No,Sales,1281,Female,2,Sales Executive,1,Single,4538,Yes,12,3,3,3,3,2,0
51,No,Sales,1282,Male,5,Manager,2,Divorced,19847,Yes,24,4,5,2,29,10,11
59,No,Research & Development,1283,Male,3,Manufacturing Director,4,Single,10512,No,12,3,6,2,9,7,5
34,No,Research & Development,1285,Female,2,Laboratory Technician,2,Divorced,4444,No,13,3,2,4,11,8,5
28,No,Research & Development,1286,Male,1,Laboratory Technician,3,Single,2154,Yes,11,3,2,2,4,2,0
44,No,Research & Development,1288,Male,5,Manager,1,Divorced,19190,No,14,3,4,2,25,9,14
34,No,Human Resources,1289,Male,2,Human Resources,2,Married,4490,No,11,3,5,4,10,9,1
35,No,Research & Development,1291,Male,1,Research Scientist,3,Married,3506,Yes,14,3,3,3,3,2,2
42,No,Research & Development,1292,Female,2,Research Scientist,2,Married,2372,Yes,16,3,2,3,1,0,0
43,No,Sales,1293,Female,3,Sales Executive,4,Single,10231,No,14,3,3,4,21,7,15
36,No,Research & Development,1294,Female,2,Manufacturing Director,2,Single,5410,Yes,11,3,2,3,16,14,5
44,Yes,Research & Development,1295,Female,3,Healthcare Representative,4,Married,7978,No,11,3,2,3,10,7,0
28,No,Research & Development,1296,Male,1,Laboratory Technician,4,Married,3867,Yes,12,3,2,3,2,2,2
51,No,Research & Development,1297,Female,1,Laboratory Technician,3,Single,2838,No,14,3,6,2,7,0,7
30,No,Research & Development,1298,Female,2,Manufacturing Director,3,Single,4695,Yes,18,3,3,3,8,4,1
29,Yes,Research & Development,1299,Female,1,Laboratory Technician,3,Divorced,3339,Yes,13,3,2,3,7,7,7
28,No,Research & Development,1301,Male,1,Research Scientist,1,Single,2080,No,11,3,2,2,3,2,1
25,No,Research & Development,1303,Female,1,Research Scientist,2,Single,2096,No,18,3,3,2,2,2,2
32,No,Sales,1304,Male,2,Sales Executive,4,Married,6209,No,15,3,4,4,10,7,0
45,No,Research & Development,1306,Female,5,Manager,2,Single,18061,No,22,4,4,3,0,0,0
39,No,Research & Development,1307,Female,4,Manager,2,Divorced,17123,Yes,13,3,4,3,19,9,15
58,No,Research & Development,1308,Male,1,Research Scientist,3,Divorced,2372,No,12,3,3,3,2,2,2
32,Yes,Research & Development,1309,Male,2,Laboratory Technician,3,Married,4883,No,18,3,3,3,10,4,1
39,Yes,Research & Development,1310,Male,1,Research Scientist,1,Single,3904,No,13,3,2,3,5,2,0
30,No,Research & Development,1311,Female,2,Laboratory Technician,4,Married,4627,No,12,3,6,3,9,2,6
36,No,Research & Development,1312,Female,3,Healthcare Representative,3,Married,7094,No,12,3,0,3,7,7,1
46,No,Human Resources,1314,Female,1,Human Resources,1,Single,3423,No,12,3,3,4,7,6,5
28,No,Research & Development,1315,Female,2,Laboratory Technician,4,Married,6674,No,11,3,6,3,9,8,7
50,No,Research & Development,1317,Female,4,Research Director,1,Married,16880,Yes,11,3,2,3,3,2,1
40,Yes,Sales,1318,Male,3,Sales Executive,2,Single,9094,Yes,12,3,2,3,5,4,1
52,Yes,Sales,1319,Male,3,Sales Executive,2,Single,8446,Yes,19,3,2,2,8,7,7
30,No,Research & Development,1321,Female,3,Manager,1,Married,11916,Yes,23,4,2,3,9,1,0
39,No,Research & Development,1322,Male,2,Manufacturing Director,3,Single,4534,No,11,3,6,3,8,7,1
31,No,Sales,1324,Female,3,Sales Executive,3,Divorced,9852,Yes,19,3,5,2,10,8,9
41,No,Sales,1329,Male,2,Sales Executive,2,Single,6151,No,13,3,4,3,19,2,11
31,Yes,Sales,1331,Female,1,Sales Representative,2,Single,2302,Yes,11,3,2,4,3,2,2
44,Yes,Research & Development,1333,Male,1,Laboratory Technician,1,Married,2362,No,12,3,4,4,3,2,1
42,No,Research & Development,1334,Male,4,Manager,3,Married,17861,Yes,13,3,3,2,20,8,2
55,No,Research & Development,1336,Female,5,Manager,3,Married,19187,No,14,3,5,3,19,9,9
56,No,Human Resources,1338,Male,5,Manager,2,Single,19717,No,14,3,4,3,7,3,7
40,No,Research & Development,1340,Male,1,Research Scientist,3,Divorced,3544,No,16,3,0,3,4,2,0
34,No,Research & Development,1344,Male,3,Healthcare Representative,4,Divorced,8500,No,11,3,0,2,9,7,1
40,No,Research & Development,1346,Male,2,Research Scientist,4,Single,4661,No,13,3,4,3,9,8,8
41,No,Sales,1349,Female,2,Sales Executive,1,Divorced,4103,No,17,3,2,3,9,3,1
35,No,Research & Development,1350,Male,2,Research Scientist,3,Single,4249,Yes,11,3,3,3,9,6,1
51,No,Human Resources,1352,Male,4,Manager,2,Divorced,14026,Yes,11,3,2,3,33,9,0
38,No,Sales,1355,Female,2,Sales Executive,1,Divorced,6893,No,15,3,3,3,7,7,1
34,No,Sales,1356,Female,2,Sales Executive,1,Single,6125,No,12,3,6,4,10,8,9
25,No,Research & Development,1358,Male,1,Laboratory Technician,4,Married,3669,No,11,3,6,2,3,2,1
58,Yes,Research & Development,1360,Female,3,Manufacturing Director,1,Married,10008,Yes,14,3,0,2,10,9,5
40,No,Research & Development,1361,Male,1,Laboratory Technician,2,Married,2387,No,22,4,3,3,4,2,0
36,No,Sales,1362,Female,2,Sales Executive,1,Married,4639,No,16,3,2,2,15,7,6
48,No,Research & Development,1363,Male,3,Manufacturing Director,4,Single,7898,No,11,3,2,3,10,9,0
27,No,Sales,1364,Female,1,Sales Representative,4,Married,2534,No,14,3,4,3,1,0,0
51,No,Research & Development,1367,Female,4,Manufacturing Director,2,Single,13142,No,16,3,1,2,5,2,0
18,No,Research & Development,1368,Female,1,Laboratory Technician,4,Single,1611,No,15,3,5,4,0,0,0
35,No,Research & Development,1369,Female,2,Laboratory Technician,4,Married,5363,No,12,3,0,3,9,7,0
27,No,Sales,1371,Male,2,Sales Executive,4,Single,5071,No,20,4,3,3,6,2,0
55,Yes,Sales,1372,Male,4,Sales Executive,3,Single,13695,Yes,17,3,2,2,19,7,3
56,No,Research & Development,1373,Male,4,Manufacturing Director,2,Married,13402,Yes,12,3,0,3,19,16,15
34,No,Research & Development,1374,Female,1,Research Scientist,3,Divorced,2029,No,20,4,2,3,5,4,0
40,No,Research & Development,1375,Female,2,Healthcare Representative,3,Divorced,6377,No,20,4,0,3,12,11,11
34,No,Research & Development,1377,Male,2,Laboratory Technician,3,Married,5429,No,13,3,1,3,8,7,7
31,Yes,Sales,1379,Female,1,Sales Representative,4,Single,2785,No,14,3,3,4,1,0,0
35,Yes,Sales,1380,Female,2,Sales Executive,3,Married,4614,Yes,18,3,0,2,4,2,3
38,No,Research & Development,1382,Male,1,Research Scientist,3,Divorced,2610,No,11,3,2,3,4,2,0
34,No,Research & Development,1383,Female,2,Healthcare Representative,4,Single,6687,No,11,3,2,4,14,11,4
28,No,Sales,1387,Male,2,Sales Executive,1,Married,4724,No,11,3,0,3,5,3,0
31,Yes,Research & Development,1389,Male,2,Manufacturing Director,3,Married,6179,Yes,15,3,3,2,10,2,6
39,No,Sales,1390,Male,2,Sales Executive,4,Married,6120,Yes,12,3,2,4,5,4,1
51,No,Sales,1391,Male,3,Sales Executive,2,Married,10596,No,11,3,5,3,4,2,3
41,No,Research & Development,1392,Female,2,Research Scientist,4,Divorced,5467,Yes,14,3,4,2,6,2,3
37,No,Research & Development,1394,Male,1,Research Scientist,3,Married,2996,Yes,15,3,2,3,6,4,1
33,No,Sales,1395,Male,2,Sales Executive,4,Married,9998,No,13,3,2,4,5,4,1
32,No,Sales,1396,Male,2,Sales Executive,2,Married,4078,Yes,13,3,3,2,3,2,1
39,No,Research & Development,1397,Male,3,Healthcare Representative,3,Married,10920,No,21,4,2,3,6,4,0
25,No,Sales,1399,Male,2,Sales Executive,3,Married,6232,No,11,3,3,2,3,2,1
52,No,Research & Development,1401,Female,4,Manufacturing Director,3,Married,13247,Yes,11,3,3,2,5,3,0
43,No,Research & Development,1402,Female,2,Research Scientist,3,Single,4081,Yes,14,3,3,1,20,7,1
27,No,Sales,1403,Female,2,Sales Executive,4,Married,5769,Yes,11,3,3,3,6,2,4
27,Yes,Research & Development,1405,Female,1,Research Scientist,3,Single,2394,Yes,13,3,2,3,8,2,7
26,No,Research & Development,1407,Male,1,Research Scientist,4,Single,3904,No,12,3,2,3,4,3,1
42,No,Human Resources,1408,Female,4,Manager,1,Married,16799,No,14,3,5,3,20,7,0
52,No,Research & Development,1409,Female,1,Laboratory Technician,1,Married,2950,No,13,3,2,1,5,4,0
37,No,Research & Development,1411,Female,1,Laboratory Technician,3,Single,3629,No,18,3,6,3,3,2,0
35,No,Research & Development,1412,Male,3,Manufacturing Director,4,Single,9362,No,11,3,2,3,2,2,2
25,No,Research & Development,1415,Male,1,Laboratory Technician,4,Married,3229,No,11,3,2,2,3,2,0
26,No,Research & Development,1417,Male,1,Laboratory Technician,1,Single,3578,No,12,3,2,3,7,7,0
29,No,Human Resources,1419,Male,3,Human Resources,1,Single,7988,No,13,3,3,2,10,9,0
49,Yes,Research & Development,1420,Male,2,Laboratory Technician,1,Single,4284,No,20,4,2,3,4,3,1
29,Yes,Research & Development,1421,Female,3,Healthcare Representative,4,Single,7553,Yes,12,3,1,3,8,7,7
54,No,Research & Development,1422,Female,4,Research Director,4,Single,17328,No,19,3,3,2,20,7,12
58,No,Research & Development,1423,Female,5,Research Director,1,Married,19701,Yes,21,4,3,3,9,8,1
55,No,Research & Development,1424,Male,4,Research Director,4,Divorced,14732,No,13,3,4,4,7,7,0
36,No,Sales,1425,Female,2,Sales Executive,2,Single,9278,Yes,16,3,3,3,5,4,0
31,Yes,Sales,1427,Female,1,Sales Representative,3,Single,1359,No,12,3,3,3,1,0,0
30,No,Sales,1428,Female,2,Sales Executive,1,Divorced,4779,No,14,3,3,3,3,2,0
31,No,Research & Development,1430,Female,4,Research Director,2,Single,16422,No,11,3,3,4,3,2,1
34,No,Research & Development,1431,Male,1,Research Scientist,1,Divorced,2996,No,14,3,2,3,4,3,1
31,Yes,Research & Development,1433,Female,1,Research Scientist,2,Single,1261,No,12,3,3,4,1,0,0
27,No,Research & Development,1434,Male,1,Laboratory Technician,1,Married,2099,No,14,3,3,4,5,0,1
36,No,Research & Development,1435,Male,2,Laboratory Technician,4,Single,5810,No,16,3,2,2,10,4,1
36,No,Sales,1436,Female,2,Sales Executive,1,Married,5647,No,13,3,3,2,3,2,0
47,No,Research & Development,1438,Male,1,Research Scientist,4,Married,3420,No,12,3,2,2,6,5,1
25,Yes,Sales,1439,Male,1,Sales Representative,1,Married,4400,No,12,3,2,3,3,2,2
37,No,Research & Development,1440,Male,1,Laboratory Technician,3,Single,3500,No,14,3,2,1,6,5,1
56,No,Research & Development,1441,Female,1,Research Scientist,1,Married,2066,No,22,4,3,4,3,2,1
47,No,Research & Development,1443,Female,4,Research Director,3,Married,17169,No,19,3,2,4,20,17,5
24,No,Sales,1445,Female,2,Sales Executive,3,Married,4162,Yes,12,3,3,3,5,4,0
32,No,Sales,1446,Male,2,Sales Executive,4,Married,9204,No,12,3,3,2,4,3,0
34,No,Research & Development,1447,Female,1,Laboratory Technician,2,Married,3294,No,17,3,2,2,5,4,0
41,No,Research & Development,1448,Male,1,Research Scientist,3,Married,2127,Yes,12,3,5,2,4,2,0
40,No,Research & Development,1449,Male,2,Laboratory Technician,3,Divorced,3975,No,11,3,2,4,8,7,0
31,No,Sales,1453,Male,3,Sales Executive,4,Divorced,10793,No,18,3,5,3,13,7,9
46,Yes,Sales,1457,Male,3,Sales Executive,4,Divorced,10096,No,11,3,1,4,7,7,4
39,Yes,Research & Development,1458,Female,1,Laboratory Technician,1,Single,3646,Yes,23,4,2,4,1,0,0
31,Yes,Research & Development,1459,Female,3,Manufacturing Director,2,Single,7446,No,11,3,2,3,10,8,4
45,No,Research & Development,1460,Male,3,Healthcare Representative,1,Divorced,10851,Yes,18,3,2,3,7,7,0
31,No,Human Resources,1461,Female,1,Human Resources,2,Single,2109,No,18,3,3,3,3,2,0
31,Yes,Research & Development,1464,Male,1,Laboratory Technician,4,Married,3722,Yes,13,3,2,1,2,2,2
45,No,Research & Development,1465,Male,3,Manufacturing Director,4,Married,9380,Yes,18,3,4,4,3,1,1
48,No,Sales,1466,Male,2,Sales Executive,1,Divorced,5486,No,11,3,3,3,2,2,2
34,Yes,Human Resources,1467,Female,1,Human Resources,3,Married,2742,No,15,3,0,3,2,2,2
40,No,Research & Development,1468,Male,3,Research Director,2,Divorced,13757,No,11,3,5,3,9,8,4
28,No,Sales,1469,Male,2,Sales Executive,1,Single,8463,No,18,3,4,3,5,4,1
44,No,Research & Development,1471,Male,1,Laboratory Technician,3,Single,3162,No,14,3,5,3,5,2,0
53,No,Research & Development,1472,Male,4,Research Director,2,Single,16598,No,12,3,2,2,9,8,8
49,No,Research & Development,1473,Male,2,Healthcare Representative,3,Married,6651,No,14,3,0,2,3,2,1
40,No,Research & Development,1474,Male,1,Research Scientist,3,Divorced,2345,No,14,3,3,4,3,1,1
44,No,Research & Development,1475,Male,1,Research Scientist,2,Single,3420,No,13,3,3,2,5,2,1
33,No,Sales,1477,Male,2,Sales Executive,1,Married,4373,No,14,3,2,3,4,3,0
34,No,Sales,1478,Male,2,Sales Executive,1,Single,4759,No,18,3,2,3,13,9,3
30,No,Sales,1479,Male,2,Sales Executive,3,Married,5301,No,15,3,2,2,2,1,2
42,No,Research & Development,1480,Female,1,Laboratory Technician,4,Single,3673,No,13,3,3,3,12,9,5
44,No,Sales,1481,Female,2,Sales Executive,3,Married,4768,No,12,3,4,2,1,0,0
30,No,Research & Development,1482,Male,1,Research Scientist,3,Divorced,1274,No,13,3,2,2,1,0,0
57,No,Research & Development,1483,Male,2,Research Scientist,3,Married,4900,No,24,4,2,2,12,9,2
49,No,Research & Development,1484,Male,3,Healthcare Representative,2,Divorced,10466,No,14,3,3,3,8,7,0
34,No,Research & Development,1485,Male,4,Research Director,1,Divorced,17007,No,14,3,3,2,14,8,6
28,Yes,Sales,1486,Male,1,Sales Representative,3,Married,2909,No,15,3,3,4,3,2,1
29,Yes,Sales,1487,Female,2,Sales Executive,2,Single,5765,No,11,3,4,1,5,3,0
34,Yes,Sales,1489,Female,2,Sales Executive,2,Single,4599,Yes,23,4,2,4,15,9,10
35,No,Sales,1492,Male,1,Sales Representative,3,Married,2404,No,13,3,3,3,1,0,0
24,Yes,Research & Development,1494,Male,1,Laboratory Technician,1,Single,3172,Yes,11,3,2,2,0,0,0
24,No,Sales,1495,Female,1,Sales Representative,2,Married,2033,No,13,3,2,3,1,0,0
44,No,Research & Development,1496,Male,3,Manufacturing Director,3,Single,10209,Yes,18,3,2,2,2,2,2
29,No,Sales,1497,Male,2,Sales Executive,3,Divorced,8620,No,14,3,3,3,10,7,0
30,No,Human Resources,1499,Male,1,Human Resources,3,Divorced,2064,No,21,4,3,4,5,3,1
55,No,Research & Development,1501,Male,2,Healthcare Representative,3,Married,4035,Yes,16,3,2,3,3,2,1
33,No,Research & Development,1502,Female,1,Laboratory Technician,2,Married,3838,No,11,3,5,3,5,4,0
47,No,Sales,1503,Female,2,Sales Executive,3,Married,4591,Yes,17,3,4,2,5,4,1
28,Yes,Research & Development,1504,Male,1,Laboratory Technician,1,Single,2561,No,11,3,2,2,0,0,0
28,No,Research & Development,1506,Male,1,Research Scientist,3,Divorced,1563,No,14,3,2,1,1,0,0
28,No,Sales,1507,Male,2,Sales Executive,1,Single,4898,No,14,3,5,3,4,2,1
49,No,Research & Development,1509,Female,2,Laboratory Technician,1,Married,4789,No,25,4,3,3,3,2,1
29,No,Research & Development,1513,Female,1,Laboratory Technician,2,Married,3180,No,13,3,3,3,3,2,0
28,No,Research & Development,1514,Male,2,Manufacturing Director,2,Married,6549,No,14,3,2,2,8,6,1
33,No,Research & Development,1515,Male,2,Healthcare Representative,3,Single,6388,Yes,17,3,6,3,0,0,0
32,No,Research & Development,1516,Male,3,Manager,4,Single,11244,No,25,4,5,4,5,2,0
54,No,Research & Development,1520,Female,4,Manager,4,Divorced,16032,No,20,4,2,3,14,9,1
29,Yes,Research & Development,1522,Male,1,Research Scientist,1,Single,2362,No,13,3,2,1,9,7,0
44,No,Research & Development,1523,Male,4,Research Director,1,Married,16328,No,13,3,1,4,20,6,14
39,No,Research & Development,1525,Female,3,Manufacturing Director,2,Single,8376,No,18,3,3,3,2,0,2
46,No,Sales,1527,Female,4,Manager,2,Married,16606,No,12,3,2,4,13,12,5
35,No,Research & Development,1529,Female,3,Healthcare Representative,2,Single,8606,No,19,3,3,1,11,8,3
23,No,Research & Development,1533,Male,2,Laboratory Technician,3,Single,2272,No,14,3,2,3,4,3,1
40,Yes,Research & Development,1534,Male,1,Laboratory Technician,1,Single,2018,No,14,3,3,1,5,4,1
34,No,Sales,1535,Male,3,Sales Executive,3,Married,7083,Yes,14,3,3,3,10,9,8
31,Yes,Research & Development,1537,Female,1,Research Scientist,3,Single,4084,No,12,3,2,1,7,2,7
50,No,Research & Development,1539,Male,4,Research Director,4,Single,14411,Yes,13,3,2,3,32,6,13
34,No,Sales,1541,Male,1,Sales Representative,3,Married,2308,Yes,25,4,4,3,11,10,5
42,No,Research & Development,1542,Male,1,Laboratory Technician,2,Married,4841,No,14,3,3,3,1,0,0
37,No,Research & Development,1543,Male,2,Research Scientist,4,Married,4285,No,17,3,2,3,10,8,3
29,No,Research & Development,1544,Female,2,Healthcare Representative,1,Married,9715,No,13,3,3,3,7,7,0
33,No,Research & Development,1545,Male,2,Manufacturing Director,2,Single,4320,No,13,3,2,3,5,3,0
45,No,Research & Development,1546,Male,1,Research Scientist,4,Married,2132,No,20,4,3,3,5,4,0
42,No,Research & Development,1547,Male,3,Healthcare Representative,4,Married,10124,Yes,14,3,3,1,20,8,13
40,No,Sales,1548,Male,2,Sales Executive,1,Married,5473,No,12,3,5,4,8,4,7
33,No,Research & Development,1549,Male,2,Laboratory Technician,3,Married,5207,Yes,12,3,3,3,15,14,5
40,No,Human Resources,1550,Male,4,Manager,4,Single,16437,Yes,21,4,2,3,21,7,7
24,No,Research & Development,1551,Male,1,Laboratory Technician,1,Divorced,2296,No,14,3,3,3,1,1,0
40,No,Research & Development,1552,Male,2,Healthcare Representative,4,Divorced,4069,Yes,18,3,2,3,2,2,2
45,No,Research & Development,1553,Male,3,Healthcare Representative,2,Divorced,7441,No,12,3,4,3,10,8,7
35,No,Sales,1554,Female,1,Sales Representative,3,Married,2430,No,23,4,5,3,5,3,4
32,No,Research & Development,1555,Female,2,Research Scientist,2,Married,5878,No,12,3,2,3,7,1,2
36,No,Sales,1556,Male,1,Sales Representative,4,Single,2644,Yes,21,4,3,2,3,2,1
48,No,Sales,1557,Female,2,Sales Executive,3,Divorced,6439,No,14,3,2,3,8,7,7
29,No,Research & Development,1558,Male,1,Research Scientist,3,Married,2451,No,18,3,2,2,1,0,0
33,No,Sales,1560,Male,2,Sales Executive,1,Married,6392,No,13,3,6,1,2,2,2
30,Yes,Sales,1562,Male,2,Sales Executive,1,Married,9714,No,11,3,4,3,10,8,6
38,No,Human Resources,1563,Male,2,Human Resources,3,Married,6077,No,11,3,2,3,6,3,1
35,No,Research & Development,1564,Male,1,Laboratory Technician,1,Single,2450,No,19,3,3,3,3,0,1
30,No,Sales,1568,Male,3,Sales Executive,2,Married,9250,No,12,3,3,3,4,2,1
35,Yes,Research & Development,1569,Female,1,Laboratory Technician,1,Divorced,2074,Yes,12,3,2,3,1,0,0
53,Yes,Research & Development,1572,Female,3,Manufacturing Director,4,Married,10169,No,16,3,4,3,33,7,1
38,Yes,Research & Development,1573,Male,2,Manufacturing Director,2,Married,4855,No,11,3,2,3,5,2,1
32,No,Research & Development,1574,Male,2,Research Scientist,1,Married,4087,No,14,3,3,2,6,5,1
48,No,Research & Development,1576,Female,1,Research Scientist,1,Married,2367,No,12,3,3,2,8,2,7
